Kode_Bahan,Sumber,Nama_Bahan,Kelompok_Pangan,Jenis_Pangan,Air(g),Energi(Kal),Protein(g),Lemak(g),KH(g),Serat(g),Kalsium(g),Fosfor(g),Besi(g),Natrium(g),Kalium(g),Tembaga(g),Thiamin(g),Riboflavin(g),VITC(g)
DP034,KZGMI-2001,Gulai pliek,Sayuran,Olahan/Produk,71.9,176,7.3,14.9,3.2,0,0.039,0.054,0.0014,0.257,0.285,0.0003,0,0,0
DP035,KZGMI-2001,Kadada katembe,Sayuran,Olahan/Produk,80,110,4.5,6.9,7.1,3.9,0.026,0.077,0,0.178,0.131,0.0002,0.0001,0,0.023
DP036,KZGMI-2001,"Kaparende, sayur",Sayuran,Olahan/Produk,91.7,38,2.4,2,2.6,1.5,0.126,0.068,0,0.17,0.043,0,0.0001,0,0.022
DP037,KZGPI-1990,"Karedok, sayur",Sayuran,Olahan/Produk,79,92,2.2,3.3,14.1,1.4,0.174,0.085,0.0024,0,0,0,0.0001,0,0.003
DP038,KZGPI-1990,Keripik bayam,Sayuran,Olahan/Produk,2.3,586,4.9,40.6,50.2,0.5,0.236,0.117,0.0036,0,0,0,0.0002,0,0
DP039,KZGMI-2001,Kotiu hinela tawang nggole,Sayuran,Olahan/Produk,88.4,46,2.2,1.5,6,3.8,0.064,0.044,0,0.316,0.103,0.0016,0.0003,0,0.007
DP040,KZGMI-2001,Lema/ Rebung asam,Sayuran,Olahan/Produk,96.3,15,1,0.4,1.9,0,0.017,0.23,0.0029,0.003,0.156,0.0001,0.0003,0,0
DP041,KZGMI-2001,Lilin bungkus gedi,Sayuran,Olahan/Produk,84.8,79,2.3,5.2,5.8,2.5,0.17,0.07,0.0009,0.17,0.05,0.0002,0.0002,0.0001,0.018
DP042,KZGMI-2001,Olah-olah,Sayuran,Olahan/Produk,83.9,9,2.1,6,7.1,4.4,0.026,0.003,0.0012,0.289,0.266,0.0003,0.0002,0.0001,0
DP043,KZGMI-2001,Paku hinela wulelenggapaya,Sayuran,Olahan/Produk,83.4,77,3.5,4.6,5.4,3.6,0.063,0.085,0,0.469,0.037,0.0003,0.0008,0.0001,0.004
DP044,KZGMI-2001,Pelecing kangkung,Sayuran,Olahan/Produk,83.8,75,2.5,2.8,10,5.4,0.036,0.003,0.0021,0.408,0.381,0.0001,0.0007,0,0.012
DP045,KZGMI-2001,Purundawa,Sayuran,Olahan/Produk,91.8,25,1.5,0.5,3.6,1.7,0.147,0.039,0,0.239,0.201,0.0001,0.0001,0.0001,0.002
DP046,KZGPI-1990,Rujak cingur,Sayuran,Olahan/Produk,70.1,153,11.3,8.4,8,1.4,0.256,0.143,0.0044,0,0,0,0.0002,0,0.002
DP047,KZGPI-1990,Sayur asem,Sayuran,Olahan/Produk,93.2,29,0.7,0.6,5,0.6,0.04,0.061,0.0031,0,0,0,0.0001,0,0
DP048,KZGMI-2001,Sayur bunga pepaya,Sayuran,Olahan/Produk,83.4,49,1.7,0.3,9.8,2.7,0.22,0.22,0.0013,0.09,0.35,0.0001,0,0.0001,0
DP049,KZGMI-2001,Sayur garu,Sayuran,Olahan/Produk,70.8,178,2.6,13.9,10.6,8.4,0.03,0.13,0.0009,0.02,0.12,0.0001,0.0002,0.0001,0.009
DP050,KZGMI-2001,Sayur kohu-kohu,Sayuran,Olahan/Produk,72.8,133,7.3,6.6,11.2,1.2,0.04,0.12,0.0002,0.02,0.05,0.0001,0.0002,0.0002,0.009
DP051,KZGMI-2001,Sayur lilin-terubuk,Sayuran,Olahan/Produk,90.4,36,2.7,0.7,4.8,1.4,0.01,0.09,0.0001,0.03,0.044,0.0002,0.0003,0.0002,0.018
DP052,KZGMI-2001,Sayur ndusuk,Sayuran,Olahan/Produk,87.5,49,3.1,2.5,3.6,0,0.011,0.006,0.0005,1.011,0.088,0,0.0002,0.0001,0.015
DP053,KZGPI-1990,Sayur sop,Sayuran,Olahan/Produk,92.7,27,1.3,2,1,0.3,0.168,0.057,0.0018,0,0,0,0.0001,0,0
DP054,KZGMI-2001,Sayur umbut kelapa,Sayuran,Olahan/Produk,85.5,67,5.2,2.9,5.1,1.4,0.048,0.081,0.0032,0.313,0.108,0.0002,0.0002,0,0.005
DP055,KZGMI-2001,Sayur umbut rotan,Sayuran,Olahan/Produk,87.6,57,5.4,2.6,3.1,1.6,0.184,0.135,0.0012,0.256,0.081,0.0002,0.0002,0,0.006
DP056,KZGMS-1993,Shabu-shabu,Sayuran,Olahan/Produk,87.1,88,3.2,8,0.8,0.9,0.217,0.048,0.0029,0.514,0,0,0.0002,0,0
DP057,KZGMS-1993,Semur jengkol,Sayuran,Olahan/Produk,52.7,212,6,10,29.1,0,0.077,0.099,0.001,0,0,0,0.0001,0,0.004
DP058,KZGMI-2001,Tinira ninahu nggaluku,Sayuran,Olahan/Produk,91.8,33,1.2,1.3,4.1,3.1,0.035,0.035,0,0.161,0.119,0.0002,0.0003,0,0.01
DP059,KZGPI-1990,Tumis bayam bersantan,Sayuran,Olahan/Produk,91.2,48,1.4,4.2,2.6,0.5,0.129,0.027,0.0008,0,0,0,0,0,0.022
DP060,KZGMI-2001,Waluh balamak,Sayuran,Olahan/Produk,89.4,45,0.8,0.9,8.1,7.9,0.025,0.025,0.0005,0.061,0.015,0,0.0002,0,0.002
DP061,KZGMI-2001,Woku ubi,Sayuran,Olahan/Produk,73,143,3.1,7.8,15,7,0.195,0.091,0.0028,0.353,0.256,0.0003,0.0001,0,0.015
ER001,DABM-1964,"Alpukat, segar",Buah,Tunggal/Single,84.3,85,0.9,6.5,7.7,0,0.01,0.02,0.0009,0.002,0.278,0.0002,0.0001,0.0001,0.013
ER002,KZGPI- 1990,"Anggur hutan, segar",Buah,Tunggal/Single,92.3,30,0.5,0.2,6.8,1.2,0.039,0.012,0.0011,0,0,0,0,0,0.003
ER003,KZGPI- 1990,"Apel malang, segar",Buah,Tunggal/Single,85.9,57,0.5,0.4,12.8,0.8,0.009,0.018,0.0006,0.0036,0.1754,0.1102,0.0001,0,0.005
ER004,DABM-1964,"Apel, segar",Buah,Tunggal/Single,84.1,58,0.3,0.4,14.9,2.6,0.006,0.01,0.0003,0.002,0.13,0.1242,0,0,0.005
ER005,DABM-1964,"Arbai, segar",Buah,Tunggal/Single,89.9,37,0.8,0.5,8.3,0,0.028,0.027,0.0008,0.002,0.043,0.0635,0,0,0.06
ER006,DABM-1964,"Belimbing, segar",Buah,Tunggal/Single,90,36,0.4,0.4,8.8,3.2,0.004,0.012,0.0011,0.004,0.13,0,0,0,0.035
ER007,KZGPI- 1990,"Biwah, segar",Buah,Tunggal/Single,87.1,51,0.3,0.1,12.1,0.7,0.22,0.014,0.0008,0.001,0.2586,0,0.0001,0,0.004
ER008,DABM-1964,"Buah atung, segar",Buah,Tunggal/Single,92,23,0.8,0.2,5.2,0,0.03,0.05,0.0046,0,0,0,0.0003,0,0.038
ER009,KZGMI-2001,"Buah kelenting, segar",Buah,Tunggal/Single,73.9,110,1.4,2.1,21.4,0,0.008,0.102,0.0011,0.002,0,0.0003,0.0002,0.0001,0.006
ER010,KZGPI- 1990,"Buah kom, segar",Buah,Tunggal/Single,33.7,264,4,1.1,59.6,9,0.306,0.092,0.0008,0,0,0,0.0001,0,0.009
ER011,DABM-1964,"Buah mentega (Bisbul), segar",Buah,Tunggal/Single,89,39,0.7,0.2,9.7,2,0.043,0.017,0.0008,0.001,0.09,0.0001,0,0,0.033
ER012,BKP,"Buah Naga Merah, segar",Buah,Tunggal/Single,85.7,71,1.7,3.1,9.1,3.2,0.013,0.014,0.0004,0.01,0.128,0,0.0005,0.0003,0.001
ER013,BKP,"Buah Naga Putih, segar",Buah,Tunggal/Single,86.6,56,0.8,1,10.9,3.2,0.013,0.027,0.0005,0.007,0.231,0,0,0.0005,0.001
ER014,KZGMI-2001,"Buah negri, segar",Buah,Tunggal/Single,85.7,55,1.2,0.1,12.2,5.2,0.03,0.04,0.0002,0.01,0,0.0001,0.0003,0,0.009
ER015,DABM-1964,"Buah nona, segar",Buah,Tunggal/Single,71.5,101,1.7,0.6,25.2,2.8,0.027,0.02,0.0008,0.005,0.3125,0.3257,0.0001,0.0002,0.022
ER016,KZGMI-2001,"Buah rotan, segar",Buah,Tunggal/Single,79.4,78,0.6,0.3,18.2,0,0.001,0.007,0.0034,0.007,0.495,0.0003,0.0001,0,0.005
ER017,KZGMI-2001,"Buah rukam, segar",Buah,Tunggal/Single,71.3,113,0.8,0.3,26.8,7.7,0.108,0.052,0.0012,0.002,0.219,0.0003,0.0001,0,0.02
ER018,KZGMI-2001,"Buah ruruhi, segar",Buah,Tunggal/Single,93,29,2.1,0.7,3.6,2.6,0.006,0.007,0,0.036,0.045,0,0.0001,0,0.01
ER019,KZGMI-2001,"Buah tuppa, segar",Buah,Tunggal/Single,82.5,67,0.4,0.2,15.9,0,0.012,0.139,0.0005,0.002,0,0.0002,0,0,0.005
ER020,KZGPI- 1990,"Carica papaya, segar",Buah,Tunggal/Single,93.4,24,1.9,0.2,3.7,1,0.051,0.033,0.0018,0,0,0,0.0003,0.0001,0.085
ER021,DABM-1964,"Cempedak, segar",Buah,Tunggal/Single,67,116,3,0.4,28.6,3.4,0.02,0.03,0.0015,0.025,0.2437,0,0,0,0.015
ER022,DABM-1964,"Duku, segar",Buah,Tunggal/Single,82,63,1,0.2,16.1,4.3,0.018,0.009,0.0009,0.002,0.149,0.0001,0.0001,0.0002,0.009
ER023,DABM-1964,"Durian, segar",Buah,Tunggal/Single,65,134,2.5,3,28,3.5,0.007,0.044,0.0013,0.001,0.601,0.0001,0.0001,0.0002,0.053
ER024,KZGPI- 1990,"Duwet, segar",Buah,Tunggal/Single,80.2,80,0.5,0.6,18.2,0.9,0.033,0.138,0.0013,0.016,0.0927,0.1913,0,0,0.013
ER025,DABM-1964,"Embacang, segar",Buah,Tunggal/Single,72.5,98,1.4,0.2,25.4,1.9,0.021,0.015,0.0005,0.003,0.2509,0.0001,0,0.0001,0.056
ER026,KZGPI- 1990,"Encung asam, segar",Buah,Tunggal/Single,73,122,3.5,4.5,17.5,9.3,0.063,0.069,0.0032,0,0,0,0,0,0
ER027,DABM-1964,"Erbis, segar",Buah,Tunggal/Single,80,70,0.6,0,18.9,7.7,0.011,0.05,0.0011,0.021,0.2571,0.0001,0,0.0001,0.016
ER028,DABM-1964,Gandaria masak,Buah,Tunggal/Single,80.8,68,0.7,0.1,18,2.2,0.009,0.02,0.001,0.003,0.129,0,0,0.0001,0.011
ER029,KZGPI- 1990,"Gatep, segar",Buah,Tunggal/Single,52.7,191,4.5,1.5,39.7,13.4,0.186,0.069,0.0032,0.017,0.4033,0.0007,0.0001,0.0002,0
ER030,DABM-1964,"Jambu air, segar",Buah,Tunggal/Single,87,46,0.6,0.2,11.8,2.1,0.008,0.009,0.0011,0.011,0.3212,0,0,0.0004,0.005
ER031,DABM-1964,Jambu biji,Buah,Tunggal/Single,86,49,0.9,0.3,12.2,2.4,0.014,0.028,0.0011,0.01,0.0528,0,0,0,0.087
ER032,KZGPI- 1990,Jambu putih tdk berbiji,Buah,Tunggal/Single,82.8,61,0.9,0.3,15.4,4.5,0.031,0.041,0.0002,0.02,0.103,0,0.001,0.0001,0.011
ER033,KZGMI-2001,"Jambu bol, segar",Buah,Tunggal/Single,87.1,49,2.3,0.2,9.6,3.5,0.008,0.008,0.0003,0.001,0.014,0,0.0001,0,0.022
ER034,DABM-1964,"Jambu monyet, segar",Buah,Tunggal/Single,82.6,64,0.7,0.6,15.8,1.2,0.004,0.013,0.0005,0.012,0.1078,0,0,0,0.019
ER035,DABM-1964,"Jeruk bali, segar",Buah,Tunggal/Single,86.3,48,0.6,0.2,12.4,0.8,0.023,0.027,0.0005,0.021,0.3661,0.1713,0,0,0.043
ER036,KZGMI-2001,"Jeruk banjar, segar",Buah,Tunggal/Single,84.5,61,0.8,0.2,14.1,5.4,0.009,0.013,0.0002,0.003,0.079,0.0001,0.0001,0,0.031
ER037,DABM-1964,Jeruk garut-keprok,Buah,Tunggal/Single,87.3,44,0.8,0.3,10.9,1.6,0.033,0.023,0.0004,0.005,0.5181,0.1693,0.0001,0,0.031
ER038,BKP,"Jeruk Kalamansi, segar",Buah,Tunggal/Single,90.2,39,0.3,0.3,8.9,2.3,0.042,0.085,0.0005,0.003,0.082,0.0003,0,0.0001,0.03
ER039,DABM-1964,"Jeruk manis, segar",Buah,Tunggal/Single,87.2,45,0.9,0.2,11.2,1.4,0.033,0.023,0.0004,0.004,0.4721,0.16,0.0001,0,0.049
ER040,KZGPI- 1990,"Jeruk nipis, segar",Buah,Tunggal/Single,88.9,44,0.5,0.2,10,0.4,0.018,0.022,0.0002,0.003,0.1089,0.0001,0,0,0.02
ER041,KZGPI- 1990,"Jeruk ragi, segar",Buah,Tunggal/Single,87.6,49,0.7,0.2,11.1,0.5,0.036,0.067,0.0007,0.004,0.4573,0.155,0,0,0.03
ER042,KZGPI- 1990,"Kawista, segar",Buah,Tunggal/Single,71.8,120,3.5,2.5,20.8,4.6,0.19,0.23,0.0016,0.009,1.0156,0.3084,0.0001,0.0001,0.003
ER043,DABM-1964,"Kedondong masak, segar",Buah,Tunggal/Single,88,46,1,0.1,10.3,2.6,0.015,0.022,0.0028,0.002,0.2162,0,0.0001,0.0002,0.03
ER044,KZGMI-2001,"Kedondong, segar",Buah,Tunggal/Single,87.8,47,0.5,0.2,10.4,2.7,0.007,0.058,0.0008,0.002,0,0,0.0001,0,0.032
ER045,KZGMI-2001,"Kelapa hutan, kering",Buah,Tunggal/Single,6,623,2,52,36.5,15.3,0.12,0.28,0.0038,0.1,0.46,0.0017,0,0,0
ER046,DABM-1964,"Kelapa muda, daging, segar",Buah,Tunggal/Single,83.3,68,1,0.9,14,0,0.007,0.03,0.001,0.0179,0.5646,0.0001,0.0001,0,0.004
ER047,DABM-1964,"Kemang, segar",Buah,Tunggal/Single,86.5,48,1,0.2,11.9,1.7,0.01,0.024,0.0001,0.002,0.0886,0,0.0001,0,0.058
ER048,DABM-1964,"Kesemek, segar",Buah,Tunggal/Single,78.2,78,0.8,0.4,20,0.6,0.006,0.026,0.0003,0,0.0345,0.0001,0.0001,0,0.011
ER049,DABM-1964,"Kokosan, segar",Buah,Tunggal/Single,85,86,1.6,0.2,13,1.4,0.022,0.038,0.0013,0.002,0.1183,0.0001,0,0,0.003
ER050,KZGPI- 1990,"Kranji, segar",Buah,Tunggal/Single,20.1,315,2.1,1.4,73.5,3.6,0.16,0.12,0.0037,0,0,0,0,0,0
ER051,DABM-1964,"Langsat, segar",Buah,Tunggal/Single,84.1,56,0.9,0.2,14.3,1.4,0.017,0.024,0.0011,0.001,0.232,0.0001,0.0001,0,0.009
ER052,KZGMI-2001,"Lemon, segar",Buah,Tunggal/Single,92.2,34,0.5,0.8,6.2,0.1,0.023,0.02,0.0003,0.031,0.14,0.0001,0.0001,0.0001,0.05
ER053,KZGPI- 1990,"Lontar, segar",Buah,Tunggal/Single,93,27,0.4,0.2,6,1.6,0.091,0.243,0.0005,0,0,0,0,0,0
ER054,KZGMI-2001,"Mangga, segar",Buah,Tunggal/Single,86.6,52,0.7,0,12.3,1.6,0.02,0.016,0.001,0.003,0.14,0.0003,0,0,0.012
ER055,KZGMI-2001,"Mangga benggala, segar",Buah,Tunggal/Single,84.4,63,2.4,0.4,12.4,5.8,0.009,0.013,0.0002,0.003,0.079,0.0001,0.0002,0,0.043
ER056,DABM-1964,"Mangga gedung, segar",Buah,Tunggal/Single,87.4,44,0.7,0.2,11.2,1.6,0.013,0.01,0.0002,0.002,0.0836,0,0.0001,0,0.03
ER057,DABM-1964,"Mangga golek, segar",Buah,Tunggal/Single,82.2,63,0.5,0.2,16.7,2.3,0.014,0.01,0.0007,0.003,0.1181,0.0001,0.0001,0,0.065
ER058,DABM-1964,"Mangga harumanis, segar",Buah,Tunggal/Single,86.6,46,0.4,0.2,11.9,1.7,0.015,0.009,0.0002,0.002,0.0889,0,0.0001,0,0.006
ER059,DABM-1964,"Mangga indramayu, segar",Buah,Tunggal/Single,80.2,72,0.8,0.2,18.7,2.5,0.013,0.01,0.0019,0.003,0.1314,0.0001,0.0001,0,0.016
ER060,DABM-1964,"Mangga kopek, segar",Buah,Tunggal/Single,84.5,56,0.4,0.2,14.6,2,0.016,0.01,0.0017,0.002,0.1029,0,0,0,0.027
ER061,KZGMI-2001,"Mangga kwini, segar",Buah,Tunggal/Single,78.6,86,0.7,0.5,19.8,6.5,0.011,0.011,0.0002,0.001,0.016,0.0001,0.0002,0,0.018
ER062,KZGMI-2001,"Mangga manalagi, segar",Buah,Tunggal/Single,66.5,133,1,0.1,32.1,11.8,0.02,0.023,0.001,0.07,0.161,0,0.0001,0,0.061
ER063,DABM-1964,"Mangga muda, segar",Buah,Tunggal/Single,83.7,59,0.5,0.4,15.1,0,0.012,0.011,0.0004,0.002,0.1082,0.0001,0.0001,0,0.002
ER064,DABM-1964,"Manggis, segar",Buah,Tunggal/Single,83,63,0.6,0.6,15.6,1.5,0.008,0.012,0.0008,0.01,0.0619,0.0001,0,0,0.005
ER065,KZGPI- 1990,"Markisa, segar",Buah,Tunggal/Single,64.7,144,3.5,1.2,29.8,11.4,0.027,0.203,0.0014,0.037,0.4538,0.0001,0,0.0002,0.01
ER066,KZGMI-2001,"Matoa, segar",Buah,Tunggal/Single,76.5,90,1.2,0.1,21.1,0.5,0.02,0.04,0.0006,0.01,0.19,0.0003,0.0002,0.0001,0.054
ER067,BKP,"Melon, segar",Buah,Tunggal/Single,90.8,37,0.6,0.4,7.8,1,0.012,0.014,0.0004,0.027,0.167,0.0003,0,0.0001,0
ER068,DABM-1964,"Menteng, segar",Buah,Tunggal/Single,79,65,1.7,0.3,16.1,0,0.013,0.02,0.0008,0,0,0,0,0,0
ER069,KZGMI-2001,"Nanas palembang, segar",Buah,Tunggal/Single,85.5,58,0.7,0.2,13.3,1.6,0.029,0.015,0.0006,0.007,0.117,0,0.0003,0,0.011
ER070,KZGPI- 1990,"Nanas, segar",Buah,Tunggal/Single,88.9,40,0.6,0.3,9.9,0.6,0.022,0.014,0.0009,0.018,0.111,0,0,0,0.022
ER071,DABM-1964,"Nangka masak pohon, segar",Buah,Tunggal/Single,70,106,1.2,0.3,27.6,3.7,0.02,0.019,0.0009,0.002,0.407,0.2466,0.0001,0.0001,0.007
ER072,DABM-1964,"Pala, daging, segar",Buah,Tunggal/Single,88.1,42,0.3,0.2,10.9,0.5,0.032,0.024,0.0015,0,0,0,0,0,0.022
ER073,DABM-1964,"Pepaya, segar",Buah,Tunggal/Single,86.7,46,0.5,12,12.2,1.6,0.023,0.012,0.0017,0.004,0.221,0,0,0.0001,0.078
ER074,KZGMI-2001,"Pisang ambon, segar",Buah,Tunggal/Single,72.9,108,1,0.8,24.3,1.9,0.02,0.03,0.0002,0.01,0,0.0002,0.0001,0.0001,0.009
ER075,DABM-1964,"Pisang angleng (pisang ampyang), segar",Buah,Tunggal/Single,80.3,68,1.3,0.2,17.2,0.8,0.01,0.026,0.0006,0.023,0.2157,0,0.0001,0.0001,0.006
ER076,KZGMI-2001,"Pisang ayam, segar",Buah,Tunggal/Single,71.2,120,1.1,0.2,26.8,4.1,0.02,0.061,0.0004,0.006,0.392,0.0001,0.0001,0,0.026
ER077,KZGMI-2001,"Pisang gapi, segar",Buah,Tunggal/Single,66.3,131,1.6,0.1,31.1,11.7,0.058,0.04,0.0003,0.006,0.392,0.0001,0.0002,0,0.013
ER078,KZGMI-2001,"Pisang goroho, segar",Buah,Tunggal/Single,69.4,119,1.5,0.2,27.9,4.6,0.002,0.03,0.0002,0.036,0.359,0.0001,0.0002,0,0.01
ER079,KZGPI- 1990,"Pisang hijau, segar",Buah,Tunggal/Single,68.9,121,1,0.1,28.9,0.4,0.009,0.037,0.0009,0.031,0.5294,0.0003,0.0001,0.0001,0.013
ER080,KZGMI-2001,"Pisang kayu, segar",Buah,Tunggal/Single,74.4,100,1.4,0.5,23.6,2.6,0.015,0,0.0001,0.001,0.493,0.0001,0.0001,0,0.011
ER081,KZGMI-2001,"Pisang kepok, segar",Buah,Tunggal/Single,71.9,109,0.8,0.5,26.3,5.7,0.01,0.03,0.0005,0.01,0.3,0.0001,0.0001,0,0.009
ER082,KZGMI-2001,"Pisang ketip, segar",Buah,Tunggal/Single,63.4,145,1.1,0.3,34.5,6.6,0.005,0.054,0.0001,0.004,0.726,0.0002,0.0001,0,0.095
ER083,KZGPI- 1990,"Pisang kidang, segar",Buah,Tunggal/Single,75.4,96,1,0.2,22.5,0.6,0.087,0.173,0.0006,0.006,0.4188,0.0002,0,0.0001,0.002
ER084,DABM-1964,"Pisang lampung, segar",Buah,Tunggal/Single,72.1,99,1.3,0.2,25.6,4.3,0.01,0.019,0.0009,0.028,0.475,0.0003,0.0001,0.0001,0.004
ER085,KZGMI-2001,"Pisang mas bali ampenan, segar",Buah,Tunggal/Single,76.8,92,1.4,0.2,21,3.7,0.007,0.029,0.0012,0.032,0.272,0.0002,0.0001,0,0.011
ER086,KZGMI-2001,"Pisang mas bali kopang, segar",Buah,Tunggal/Single,64.2,127,1.4,0.2,31.8,3.7,0.01,0,0.0001,0.043,0.616,0.0001,0.0002,0.0001,0.017
ER087,DABM-1964,"Pisang mas, segar",Buah,Tunggal/Single,64.2,127,1.4,0.2,33.6,1.4,0.007,0.025,0.0008,0.042,0.392,0.1958,0.0001,0.0001,0.002
ER088,KZGPI- 1990,"Pisang raja sereh, segar",Buah,Tunggal/Single,69.3,108,1.3,0.3,28.2,0.7,0.016,0.038,0.0001,0.031,0.5226,0.0003,0,0.0001,0.002
ER089,DABM-1964,"Pisang raja, segar",Buah,Tunggal/Single,65.8,120,1.2,0.2,31.8,5.3,0.01,0.022,0.0008,0.035,0.5822,0.0003,0.0001,0.0001,0.01
ER090,KZGPI- 1990,"Pisang rotan, segar",Buah,Tunggal/Single,76.1,98,1.3,1.2,20.5,1,0.017,0.051,0.0011,0.024,0.4069,0.0002,0,0.0001,0.002
ER091,KZGMI-2001,"Pisang talas, segar",Buah,Tunggal/Single,71,113,1.2,0.2,26.7,4.4,0.022,0.022,0.0006,0.029,0.048,0.0003,0.0001,0,0.009
ER092,KZGMI-2001,Pisang tujuh bulan,Buah,Tunggal/Single,75.9,94,0.6,0.2,22.5,3.7,0.05,0.02,0.0002,0,0.004,0.0001,0,0,0.006
ER093,KZGMI-2001,"Pisang ua, segar",Buah,Tunggal/Single,67.8,128,0.8,0.5,30.2,8.1,0.012,0.028,0.0007,0.033,0.382,0.0002,0.0001,0,0.004
ER094,KZGPI- 1990,"Pisang uli, segar",Buah,Tunggal/Single,61.8,134,1.1,0.5,35.5,1.4,0.031,0.053,0.0009,0.039,0.6503,0.0003,0.0001,0.0002,0.003
ER095,KZGPI- 1990,"Purut, segar",Buah,Tunggal/Single,81.1,76,4.1,1.1,15.2,1.7,0.03,0.076,0.0006,0.01,0.2852,0,0,0.0001,0
ER096,KZGMI-2001,"Rambutan binjai, segar",Buah,Tunggal/Single,81,76,0.5,0.2,18,3.8,0.015,0.022,0.0012,0.022,0.12,0.0002,0.0002,0,0.013
